key,name,total_spending,num_categories,category_names,category_pct
CMU,Carnegie Mellon University,1.1,5,"Salaries and Benefits, Supplies and Services, Occupancy and Other, Depreciation and Amortization, Interest Expense","65.7, 15.9, 12.0, 5.5, 0.9"
